,Distribution,Developer,First public release,Based on,Latest release date,Status,Purpose,Cost
0,BeleniX,?,?,"OpenSolaris, GNU","0.7.1 / July 19, 2008",Discontinued,?,Gratis
1,Nexenta OS,Nexenta Systems,2005,"OpenSolaris, GNU, Ubuntu","3.1.3.5 (October 31, 2012; 7 years ago) [±]",Discontinued,?,Gratis
2,NexentaStor,Nexenta Systems,?,Nexenta OS,"5.0.3, April 2017[1]",Active,“Enterprise Grade Unified Block & File Storage”[2],Commercial
3,OmniOS,OmniTI,2012[3],"illumos, GNU","r151030 (May 6, 2019; 6 months ago) [±][4]",Active,"“Produce a self-hosting, minimalist Illumos-based release suitable for production deployment”[5]",Gratis
4,OpenIndiana,illumos Foundation et al.,2010,"illumos, OpenSolaris, GNU","Hipster 2019.04 (May 12, 2019; 6 months ago) [±][6]",Active,“To become the de facto OpenSolaris distribution installed on production servers where security and bug fixes are required free of charge”[7],Gratis
5,SmartOS,Joyent,?,"illumos, GNU",?,Active,Cloud computing (“converged container and virtual machine hypervisor”[8]),Gratis
6,v9os,Alexander Eremin,?,illumos,2017-01-14[9],Active,"“Server-only, IPS-based minimal SPARC distribution of illumos”[10]",Gratis
7,Distribution,Developer,First public release,Based on,Latest release date,Status,Purpose,Cost
