,Unnamed: 0,Austria,Belgium,CzechRepublic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Luxembourg,Netherlands,Norway,Poland,Portugal,Romania,Russia&Belarus,Slovakia,Slovenia,Spain,Sweden,Switzerland&Liechtenstein,Turkey,Ukraine,UnitedKingdom
0,Customs,,,,,,,,,,or,NOT USED,NOT USED,,,or,,,,,,,,,or,or,,,NOT USED
1,Police,,NOT USED,,,,,or,NOT USED,,,,NOT USED,,,NOT USED,,,,,,,,,,or,,,
2,Toll,,or,NOT USED,,NOT USED,NOT USED,,or,,,,,,,NOT USED,,,,,,,,or,,NOT USED,,,NOT USED
3,Other Control,,NOT USED,,,,,,NOT USED,,,NOT USED,NOT USED,NOT USED,,,,or,,,,,,,,NOT USED,NOT USED,,NOT USED
4,,Austria,Belgium,CzechRepublic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Luxembourg,Netherlands,Norway,Poland,Portugal,Romania,Russia&Belarus,Slovakia,Slovenia,Spain,Sweden,Switzerland&Liechtenstein,Turkey,Ukraine,UnitedKingdom
