,Unnamed: 0,Unnamed: 1,Trident,Tasman,Gecko,WebKit,KHTML,Presto
0,Interface HTMLCollection,Interface HTMLCollection,Interface HTMLCollection,Interface HTMLCollection,Interface HTMLCollection,Interface HTMLCollection,Interface HTMLCollection,Interface HTMLCollection
1,DOM1,length,7.0,?,1.0,?,?,1.0
2,DOM1,item(),7.0,?,1.0,?,?,1.0
3,DOM1,namedItem(),7.0,?,1.0,?,?,1.0
4,Interface HTMLOptionsCollection,Interface HTMLOptionsCollection,Interface HTMLOptionsCollection,Interface HTMLOptionsCollection,Interface HTMLOptionsCollection,Interface HTMLOptionsCollection,Interface HTMLOptionsCollection,Interface HTMLOptionsCollection
5,DOM2,length,?,?,1.0,?,?,2.0
6,DOM2,item(),?,?,1.0,?,?,2.0
7,DOM2,namedItem(),?,?,1.0,?,?,2.0
8,Interface HTMLDocument,Interface HTMLDocument,Interface HTMLDocument,Interface HTMLDocument,Interface HTMLDocument,Interface HTMLDocument,Interface HTMLDocument,Interface HTMLDocument
9,DOM1,domain,4.0,Yes,1.0,Yes,?,1.0
10,DOM1,URL,4.0,Yes,1.0,Yes,?,1.0
11,DOM1,body,4.0,Yes,1.0,Yes,?,1.0
12,DOM1,images,4.0,Yes,1.0,Yes,?,1.0
13,DOM1,applets,4.0,Yes,1.0,Yes,?,1.0
14,DOM1,title,3.0,Yes,1.0,Yes,?,1.0
15,DOM1,referrer,3.0,Yes,1.0,Yes,?,1.0
16,DOM1,links,3.0,Yes,1.0,Yes,?,1.0
17,DOM1,forms,3.0,Yes,1.0,Yes,?,1.0
18,DOM1,anchors,3.0,Yes,1.0,Yes,?,1.0
19,DOM1,cookie,3.0,Yes,1.0,Yes,?,1.0
20,DOM1,open(),3.0,Yes,1.0,Yes,?,1.0
21,DOM1,close(),3.0,Yes,1.0,Yes,?,1.0
22,DOM1,write(),3.0,Yes,1.0,Yes,?,1.0
23,DOM1,writeln(),3.0,Yes,1.0,Yes,?,1.0
24,DOM1,getElementsByName(),Yes,?,1.0,Yes,?,1.0
25,Interface HTMLElement,Interface HTMLElement,Interface HTMLElement,Interface HTMLElement,Interface HTMLElement,Interface HTMLElement,Interface HTMLElement,Interface HTMLElement
26,DOM1,id,4.0,Yes,1.0,?,?,1.0
27,DOM1,title,4.0,Yes,1.0,?,?,1.0
28,DOM1,lang,4.0,Yes,1.0,?,?,1.0
29,DOM1,className,4.0,Yes,1.0,?,?,1.0
30,DOM1,dir,5.0,Yes,1.0,?,?,1.0
31,Interface HTMLHtmlElement,Interface HTMLHtmlElement,Interface HTMLHtmlElement,Interface HTMLHtmlElement,Interface HTMLHtmlElement,Interface HTMLHtmlElement,Interface HTMLHtmlElement,Interface HTMLHtmlElement
32,DOM1,version,6.0,?,1.0,?,?,2.0
33,Interface HTMLHeadElement,Interface HTMLHeadElement,Interface HTMLHeadElement,Interface HTMLHeadElement,Interface HTMLHeadElement,Interface HTMLHeadElement,Interface HTMLHeadElement,Interface HTMLHeadElement
34,DOM1,profile,8.0,?,1.0,?,?,1.0
35,Interface HTMLLinkElement,Interface HTMLLinkElement,Interface HTMLLinkElement,Interface HTMLLinkElement,Interface HTMLLinkElement,Interface HTMLLinkElement,Interface HTMLLinkElement,Interface HTMLLinkElement
36,DOM1,disabled,4.0,Yes,1.0,?,?,1.0
37,DOM1,charset,4.0,Yes,1.0,?,?,1.0
38,DOM1,href,8.0,Yes,1.0,?,?,1.0
39,DOM1,hreflang,4.0,Yes,1.0,?,?,1.0
40,DOM1,media,4.0,Yes,1.0,?,?,1.0
41,DOM1,rel,4.0,Yes,1.0,?,?,1.0
42,DOM1,rev,4.0,Yes,1.0,?,?,1.0
43,DOM1,target,4.0,Yes,1.0,?,?,1.0
44,DOM1,type,4.0,Yes,1.0,?,?,1.0
45,Interface HTMLTitleElement,Interface HTMLTitleElement,Interface HTMLTitleElement,Interface HTMLTitleElement,Interface HTMLTitleElement,Interface HTMLTitleElement,Interface HTMLTitleElement,Interface HTMLTitleElement
46,DOM1,text,4.0,Yes,1.0,?,?,1.0
47,Interface HTMLMetaElement,Interface HTMLMetaElement,Interface HTMLMetaElement,Interface HTMLMetaElement,Interface HTMLMetaElement,Interface HTMLMetaElement,Interface HTMLMetaElement,Interface HTMLMetaElement
48,DOM1,content,4.0,Yes,1.0,?,?,1.0
49,DOM1,httpEquiv,4.0,Yes,1.0,?,?,1.0
50,DOM1,name,4.0,Yes,1.0,?,?,1.0
51,DOM1,scheme,6.0,?,1.0,?,?,2.0
52,Interface HTMLBaseElement,Interface HTMLBaseElement,Interface HTMLBaseElement,Interface HTMLBaseElement,Interface HTMLBaseElement,Interface HTMLBaseElement,Interface HTMLBaseElement,Interface HTMLBaseElement
