,Project,License,Date,Version,Protocol,Technology,Server,Client,Web Client,Multiple Sessions,Encryption,Authentication
0,2X Software,Proprietary,"June 24, 2006",?,Proprietary,RDP,✓,✓,✓,✓,✓,✓
