,Unnamed: 0,Trident,Gecko,WebKit,KHTML,Presto
0,Font styles,Font styles,Font styles,Font styles,Font styles,Font styles
1,b,<3.1[IE 4.0],1.0,Yes,Yes,1.0
2,i,<3.1[IE 4.0],1.0,Yes,Yes,1.0
3,big,<3.1[IE 4.0],1.0,Yes,Yes,1.0
4,small,<3.1[IE 4.0],1.0,Yes,Yes,1.0
5,tt,<3.1[IE 4.0],1.0,Yes,Yes,1.0
6,Horizontal rules,Horizontal rules,Horizontal rules,Horizontal rules,Horizontal rules,Horizontal rules
7,hr,<3.1[IE 4.0],1.0,Yes,Yes,1.0
