,ACER,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
106,Manufacturer,Model,Weight [kg],Weight [lb],"Display size """,Display resolution,Display DPI[Note 1],CPU,Speed [GHz],HSDPA,Video chipset,Video connection(s),Storage type,Storage [GB],RAM [GB],Battery life [h] (low end),Battery life [h] (high end),Keyboard size in %[Note 2],Camera,Mouse layout,Linux/Unix OS choice(s),Windows OS choice(s),Manual / DataSheet,,
107,Packard Bell,Easy Note XS,?,?,7.0,1024×600 WVGA,169,C7-M,1.2,,?,?,HDD,30,1,?,?,?,?,,?,"XP, Vista",,,
108,OPEN PANDORA,,,,,,,,,,,,,,,,,,,,,,,,
109,OpenPandora,Pandora,0.30,0.66,4.3,800x480,216,OMAP3530,0.6-0.9,,PowerVR SGX 530,None,Dual SDHC slots,,0.25,10+hrs (4000 mAh),? (4000 mAh),?%,?,,?,?,,,
110,PCWorld,Advent 4211 (OEM version of MSI Wind)[Note 6],1.2,2.6,10,1024×600 WSVGA matte,118,Atom,1.6,,?,VGA,HDD,80,1,2.5 (3-cell),5.5 (6-cell),95%,?,,?,?,,,
111,PROLiNK,Glee TA-009,1.1,2.42,10.1,1024×600 WSVGA,117,Atom,1.6,HSUPA 3.75GDL: 7.2MUL: 5.2Moptional,GMA 950,VGA,HDD,160,1,2.5 (3-cell),5.5 (6-cell),95%,1.3 MP,Touchpad buttons on each side,Ubuntu optional,XP optional,,,
112,Quanta Computer,OLPC XO-1,1.45,3.19,7.5,1200×900,200,Geode LX700,0.433,,?,None,NAND,1,0.25,?,?,?,?,,Fedora,XP[62][63][64],,,
113,Raon Digital,Everun Note,0.8,1.76,7,1024×600,169,Turion 64 X2,1.2,,?,?,"SSD, HDD","16, 24; 30, 60, 80",1,?,?,?,?,,Ubuntu,XP,,,
114,SAMSUNG,,,,,,,,,,,,,,,,,,,,,,,,
115,Manufacturer,Model,Weight [kg],Weight [lb],"Display size """,Display resolution,Display DPI[Note 1],CPU,Speed [GHz],HSDPA,Video chipset,Video connection(s),Storage type,Storage [GB],RAM [GB],Battery life [h] (low end),Battery life [h] (high end),Keyboard size in %[Note 2],Camera,Mouse layout,Linux/Unix OS choice(s),Windows OS choice(s),Manual / DataSheet,,
116,Samsung,N120,1.28,2.8,10.2,1024x600 glossy LED,116,Atom 280,1.6,,GMA 950,VGA,HDD,160,1,8 (6-cell),11 (9-cell),93%,?,,?,XP,,,
117,Samsung,N110,1.3,2.9,10.2,1024x600 glossy,116,Atom,1.6,,GMA 950,VGA,HDD,160,1,4.6 (6-cell),7.5 (6-cell),93%,?,,?,XP,,,
118,Samsung,NC10 [Note 7],1.3,2.9,10.2,1024x600 matte,116,Atom N270,1.6,,GMA 950,VGA,HDD,160,1,4.6 (6-cell)[65],7.5 (6-cell)[65],93%,1.3,,?,XP,,,
119,Samsung,NC20,1.5,3.3,12.1,1280x800 glossy,124,Nano,1.3+,,VIA VX800,VGA,HDD,160,1,?,?,97%,?,,?,XP,,,
120,Samsung,NB30,1.24,2.73,10.1,1024x600 WSVGA matte LED,,Atom N450,1.66,no,Intel GMA3150,VGA,HDD + removable SDHC,250,"1, 2 (one slot, field upgradable)",,"10.5 (6-cell, 66Wh, 5900mAh)",,0.3 MP ?,"Touchpad 2-buttons below, multitouch",,7 Starter,,,
121,Samsung,N220,1.32,2.91,10.1,1024x600 WSVGA matte LED,,Atom N450,1.66,no,Intel GMA3150,VGA,HDD + removable SDHC,250,"1, 2 (one slot, field upgradable)",,11,,0.3 MP ?,"Touchpad 2-buttons below, multitouch",,7 Starter,,,
122,SHARP,,,,,,,,,,,,,,,,,,,,,,,,
123,Sharp,Willcom D4[66],0.47,1.03,5,1024×768,256,Atom,1.6,,?,?,HDD,?,1,?,?,?,?,,?,?,,,
124,Sinomanic,Tianhua GX-1C,?,?,8.4,1280x1024 SXGA,195,Loongson I,0.4 – 0.6,,?,?,HDD,40,0.125,?,?,?,?,,Debian,None (not x86 based),,,
125,Skytone,HiVision NB0700,0.72,1.59,7.0,800×480 WVGA,133,MIPS Jz4730,0.4,,?,?,SSD,1,?,?,?,?,?,,Custom,None (not x86 based),,,
126,Skytone / 3K,Razorbook[67],0.72,1.59,7,800×480,133,XBurst MIPS,0.4,,?,?,NAND,4,0.5,3 (2-cell),3 (2-cell),?,?,,?,None (not x86 based) Windows CE only,,,
127,Skytone,Skytone Alpha-400[68],0.72,1.59,7,800×480,133,XBurst MIPS,0.4,,?,None (VGA on some models),NAND,1,0.125,3 (2-cell),3 (2-cell),?,?,,Linux 2.4,None (not x86 based),,,
128,Sony,,,,,,,,,,,,,,,,,,,,,,,,
129,Sony,P-Series,0.64,1.41,8,1600x768,221,Atom,1.3,,GMA 500,?,SSD/HDD,128/64/60,2,3:08 CNet video playback,?,88%,?,,?,Vista,,,
130,SYSTEM76,,,,,,,,,,,,,,,,,,,,,,,,
131,System76,Starling Netbook 4,0.907,2.0,10.1,1024x600,117,Intel Atom N550,1.5,,Intel GMA 3150,One VGA,SSD/HDD,250/320/500/600HDD 40/80/120/160SSD,2,3 (3-cell),6 (6-cell),95%,0.3 MP,Touchpad 2-buttons below (50/50%),Ubuntu Netbook Edition 10.04,None,,,
132,Sylvania Computers,G Netbook[69],0.85,1.87,7,800×480,133,C7-M ULV,1.2,,?,?,HDD,30,1,?,?,?,?,,Ubuntu,XP,,,
133,TOSHIBA,,,,,,,,,,,,,,,,,,,,,,,,
134,Manufacturer,Model,Weight [kg],Weight [lb],"Display size """,Display resolution,Display DPI[Note 1],CPU,Speed [GHz],HSDPA,Video chipset,Video connection(s),Storage type,Storage [GB],RAM [GB],Battery life [h] (low end),Battery life [h] (high end),Keyboard size in %[Note 2],Camera,Mouse layout,Linux/Unix OS choice(s),Windows OS choice(s),Manual / DataSheet,,
135,Toshiba,AC100[70],0.87,1.91,10.1 LED,1024×600,117,Tegra 250,1.0,No,Tegra 250,HDMI,SSD,8,512 MB,7,48,?,1.3 MP,Touchpad,Android 2.1 to 2.2,none (non-x86),,,
136,Toshiba,NB100[71],1.00,2.20,8.9,1024x640,135,Atom,1.6,,GMA 950,VGA,HDD,"80 (Linux), 120 (XP)","0.5 (Linux), 1 (XP), up to 2 GB",(4 cell),?,?,1.3 MP,Touchpad 2-buttons below (60/40%),Ubuntu Netbook Remix,XP,,,
137,Toshiba,NB105[72],?,?,8.9 LED,?,?,Atom,1.6,,?,?,HDD,120,1,?,?,?,?,,?,XP,,,
138,Toshiba,NB200[72],1.15,2.32,10.1 LED,1024×600,117,Atom N280,1.66,,GMA 950,VGA,HDD,160-250,1-2 GB,4 (3-Cell),"9 (6,9-Cell)",?,1.3 MP,Touchpad 2-buttons below[73],Linux not avail,XP or 7 Starter,,,
139,VIA,,,,,,,,,,,,,,,,,,,,,,,,
140,VIA,Nanobook,0.85,1.87,7.0,800×480 WVGA Touchscreen,133,C7-M,1.2,,?,DVI-I,HDD,30,1,?,?,?,?,,Linux,"XP, Vista",,,
141,VIA,"Openbook (reference design, not product)",1.00,2.20,8.9,1024×600 WSVGA,133,C7-M ULV,1.6,,?,VGA,HDD,80,2,?,?,?,?,,Linux,"XP, Vista",,,
142,Zelybron,Micro Nina,1.27,2.79,10.2,1280×600WXGAglossy,147,C7-M,1.6,,?,?,HDD,120,1 – 4,2 (3-cell),4 (6-cell),92%,,Touchpad 2-buttons below.[74],ZelybronBSD,,,,
