,Unnamed: 0,Trident,Gecko,WebKit,KHTML,Presto
0,a,<3.1[IE 4.0],1.0,Yes,Yes,1.0
1,link,<3.1[IE 4.0],1.0,Yes,Yes,1.0
2,base,<3.1[IE 4.0],1.0,Yes,Yes,1.0
