,Kernel name,Linux,Darwin,Windows NT,FreeBSD,NetBSD,Solaris,OSF/1,Amiga Unix,SunOS,BSD/OS,IBCS2 systems,IRIX,Ultrix,NDIS,SVR4
0,FreeBSD kernel,Yes[37],No,No,Yes,No,No,No,No,No,No,No,No,No,Yes[37],Yes[37]
1,Linux kernel,Yes,No,(Longene),Yes,Yes,No,No,No,No,No,No,No,No,No,No
2,NetBSD kernel,Yes[38],No? [13]?,No? [14]?,Yes[38],Yes,Yes[38],Yes[38],Yes[38],Yes[38],Yes[38],Yes[38],Yes[38],Yes[38],Yes [15],Yes
3,OpenBSD kernel,Yes,No,No,Yes,Yes,Yes,No,No,Yes,?,?,?,?,No,Yes
4,Windows NT kernel,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
5,ReactOS kernel,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
6,XNU,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
7,Kernel name,Linux,Darwin,Windows NT,FreeBSD,NetBSD,Solaris,OSF/1,Amiga Unix,SunOS,BSD/OS,IBCS2 systems,IRIX,Ultrix,NDIS,SVR4
