,Unnamed: 0,Austria,Belgium,CzechRepublic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Luxembourg,Netherlands,Norway,Poland[11],Portugal,Romania,Russia&Belarus,Slovakia,Slovenia,Spain,Sweden,Switzerland&Liechtenstein,Turkey,Ukraine,UnitedKingdom
0,Built-up Area Begins,,,,,,,,,,,,,,,,,,,,RU:BY:,,,,,[note 22]CH:Main roads:Minor roads:LI:Main roads:Minor roads:,,,
1,Place name as information only,NOT USED,NOT USED,,NOT USED,NOT USED,,NOT USED,,NOT USED,NOT USED,NOT USED,NOT USED,,NOT USED,NOT USED,,,,,RU:BY:,,,,,NOT USED,,,
2,End of Built-up Area,,,,,,,,,,,,,,,,,,,,RU:BY:,,,,,CH:[note 23]Main roads:Minor roads:LI:Main roads:Minor roads:,,,
3,,Austria,Belgium,CzechRepublic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Luxembourg,Netherlands,Norway,Poland,Portugal,Romania,Russia&Belarus,Slovakia,Slovenia,Spain,Sweden,Switzerland&Liechtenstein,Turkey,Ukraine,UnitedKingdom
