,Model,CPU/APUPCIe Link,PCIe,PCIe.1,PCIe.2,SATA,USB3.1 Gen2 + 2.0,RAID,Overclocking,TDP (W),Chipset lithography,Features / notes,Part number
0,Model,CPU/APUPCIe Link,Chipset PCIe4.0 Lanes,CrossFire,SLI,SATA,USB3.1 Gen2 + 2.0,RAID,Overclocking,TDP (W),Chipset lithography,Features / notes,Part number
1,TRX40[28],8,8×,Yes,Yes,4 (+ up to 2 × 4 extra),8 + 4,0110,Yes,15 W[27],14 nm,Unknown,Unknown
