,Unnamed: 0,Unnamed: 1,Trident,EdgeHTML,Gecko,WebKit,Blink,KHTML[n 1],Presto
0,GIF 87a,Interlacing,3.0,Yes,1.0,85,Yes,Yes,1.0
1,GIF 89a,Binary transparency,3.0,Yes,1.0,85,Yes,Yes,1.0
2,GIF 89a,Animation,3.0,Yes,1.0,85,Yes,Yes,1.0
