,Name,License,Platform,Languages,Resizing,Upload,Output,IPTC Support,GeoTagging Support,Tags Categories Keywords
0,jAlbum,Proprietary,"Windows, Mac, Linux",Multilingual,Automatic,FTP,"XHTML, HTML5, CSS",Yes,Yes,
