,Unnamed: 0,Trident,Tasman,Gecko,WebKit,KHTML,Presto,iCab
0,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse
1,onclick,?,?,?,?,?,?,?
2,ondblclick,?,?,?,?,?,?,?
3,onmousedown,?,?,?,?,?,?,?
4,onmouseup,?,?,?,?,?,?,?
5,onmouseover,?,?,?,?,?,?,?
6,onmousemove,?,?,?,?,?,?,?
7,onmouseout,?,?,?,?,?,?,?
8,Keyboard,Keyboard,Keyboard,Keyboard,Keyboard,Keyboard,Keyboard,Keyboard
9,onkeypress,?,?,?,?,?,?,?
10,onkeydown,?,?,?,?,?,?,?
11,onkeyup,?,?,?,?,?,?,?
