293,ㄕㄜ,shê,she,she,she,she,she,sher,shee,sheh,ʂɤ
294,ㄕㄟ,shei,shei,shei,shei,shei,shei,sheir,sheei,shey,ʂei
295,ㄕㄣ,shên,shen,shen,shen,shen,shen,shern,sheen,shenn,ʂən
296,ㄕㄥ,shêng,sheng,sheng,sheng,sheng,sheng,sherng,sheeng,shenq,ʂəŋ
297,ㄕ,shih,shr,shr,shih,shi,shy,shyr,shyy,shyh,ʂɨ
298,ㄕㄡ,shou,shou,shou,shou,shou,shou,shour,shoou,show,ʂou
299,ㄕㄨ,shu,shu,shu,shu,shu,shu,shwu,shuu,shuh,ʂu
300,ㄕㄨㄚ,shua,shua,shwa,shua,shua,shua,shwa,shoa,shuah,ʂua
301,ㄕㄨㄞ,shuai,shuai,shwai,shuai,shuai,shuai,shwai,shoai,shuay,ʂuai
302,ㄕㄨㄢ,shuan,shuan,shwan,shuan,shuan,shuan,shwan,shoan,shuann,ʂuan
303,ㄕㄨㄤ,shuang,shuang,shwang,shuang,shuang,shuang,shwang,shoang,shuanq,ʂuaŋ
304,ㄕㄨㄟ,shui,shuei,shwei,shuei,shui,shuei,shwei,shoei,shuey,ʂuei
305,ㄕㄨㄣ,shun,shuen,shwun,shun,shun,shuen,shwen,shoen,shuenn,ʂuən
306,ㄕㄨㄥ,shung,shung,shung,shong,shong,shong,shorng,shoong,shonq,ʂʊŋ
307,ㄕㄨㄛ,shuo,shuo,shwo,shuo,shuo,shuo,shwo,shuoo,shuoh,ʂuo
308,ㄙㄨㄛ,so,suo,swo,suo,suo,suo,swo,suoo,suoh,suo
309,ㄙㄡ,sou,sou,sou,sou,sou,sou,sour,soou,sow,sou
310,ㄙ,ssŭ,sz,sz,sih,si,sy,syr,syy,syh,sɨ
311,ㄙㄨ,su,su,su,su,su,su,swu,suu,suh,su
312,ㄙㄨㄢ,suan,suan,swan,suan,suan,suan,swan,soan,suann,suan
313,ㄙㄨㄟ,sui,suei,swei,suei,sui,suei,swei,soei,suey,suei
314,ㄙㄨㄣ,sun,suen,swun,sun,sun,suen,swen,soen,suenn,suən
315,ㄙㄨㄥ,sung,sung,sung,song,song,song,sorng,soong,sonq,sʊŋ
316,ㄉㄚ,ta,da,da,da,da,da,dar,daa,dah,ta
317,ㄊㄚ,tʻa,ta,ta,ta,ta,ta,tar,taa,tah,tʰa
318,ㄉㄞ,tai,dai,dai,dai,dai,dai,dair,dae,day,tai
319,ㄊㄞ,tʻai,tai,tai,tai,tai,tai,tair,tae,tay,tʰai
320,ㄉㄢ,tan,dan,dan,dan,dan,dan,darn,daan,dann,tan
321,ㄊㄢ,tʻan,tan,tan,tan,tan,tan,tarn,taan,tann,tʰan
322,ㄉㄤ,tang,dang,dang,dang,dang,dang,darng,daang,danq,taŋ
323,ㄊㄤ,tʻang,tang,tang,tang,tang,tang,tarng,taang,tanq,tʰaŋ
324,ㄉㄠ,tao,dau,dau,dao,dao,dau,daur,dao,daw,tau
325,ㄊㄠ,tʻao,tau,tau,tao,tao,tau,taur,tao,taw,tʰau
326,ㄉㄜ,tê,de,de,de,de,de,der,dee,deh,tɤ
327,ㄊㄜ,tʻê,te,te,te,te,te,ter,tee,teh,tʰɤ
328,ㄉㄟ,tei,dei,dei,dei,dei,dei,deir,deei,dey,tei
329,ㄉㄣ,tên,den,den,den,den,den,dern,deen,denn,tən
330,ㄉㄥ,têng,deng,deng,deng,deng,deng,derng,deeng,denq,təŋ
331,ㄊㄥ,tʻêng,teng,teng,teng,teng,teng,terng,teeng,tenq,tʰəŋ
332,ㄉㄧ,ti,di,di,di,di,di,dyi,dii,dih,ti
333,ㄊㄧ,tʻi,ti,ti,ti,ti,ti,tyi,tii,tih,tʰi
334,ㄉㄧㄤ,tiang,diang,dyang,diang,diang,diang,dyang,deang,dianq,tiaŋ
335,ㄉㄧㄠ,tiao,diau,dyau,diao,diao,diau,dyau,deau,diaw,tiau
336,ㄊㄧㄠ,tʻiao,tiau,tyau,tiao,tiao,tiau,tyau,teau,tiaw,tʰiau
337,ㄉㄧㄝ,tieh,die,dye,die,die,die,dye,diee,dieh,tie
338,ㄊㄧㄝ,tʻieh,tie,tye,tie,tie,tie,tye,tiee,tieh,tʰie
339,ㄉㄧㄢ,tien,dian,dyan,dian,dian,dian,dyan,dean,diann,tiɛn
340,ㄊㄧㄢ,tʻien,tian,tyan,tian,tian,tian,tyan,tean,tiann,tʰiɛn
341,ㄉㄧㄥ,ting,ding,ding,ding,ding,ding,dyng,diing,dinq,tiŋ
342,ㄊㄧㄥ,tʻing,ting,ting,ting,ting,ting,tyng,tiing,tinq,tʰiŋ
343,ㄉㄧㄡ,tiu,diou,dyou,diou,diu,diou,dyou,deou,diow,tiou
344,ㄉㄨㄛ,to,duo,dwo,duo,duo,duo,dwo,duoo,duoh,tuo
345,ㄊㄨㄛ,tʻo,tuo,two,tuo,tuo,tuo,two,tuoo,tuoh,tʰuo
346,ㄉㄡ,tou,dou,dou,dou,dou,dou,dour,doou,dow,tou
347,ㄊㄡ,tʻou,tou,tou,tou,tou,tou,tour,toou,tow,tʰou
348,ㄗㄚ,tsa,tza,dza,za,za,tza,tzar,tzaa,tzah,tsa
349,ㄘㄚ,tsʻa,tsa,tsa,ca,ca,tsa,tsar,tsaa,tsah,tsʰa
350,ㄗㄞ,tsai,tzai,dzai,zai,zai,tzai,tzair,tzae,tzay,tsai
351,ㄘㄞ,tsʻai,tsai,tsai,cai,cai,tsai,tsair,tsae,tsay,tsʰai
352,ㄗㄢ,tsan,tzan,dzan,zan,zan,tzan,tzarn,tzaan,tzann,tsan
353,ㄘㄢ,tsʻan,tsan,tsan,can,can,tsan,tsarn,tsaan,tsann,tsʰan
354,ㄗㄤ,tsang,tzang,dzang,zang,zang,tzang,tzarng,tzaang,tzanq,tsaŋ
355,ㄘㄤ,tsʻang,tsang,tsang,cang,cang,tsang,tsarng,tsaang,tsanq,tsʰaŋ
356,ㄗㄠ,tsao,tzau,dzau,zao,zao,tzau,tzaur,tzao,tzaw,tsau
357,ㄘㄠ,tsʻao,tsau,tsau,cao,cao,tsau,tsaur,tsao,tsaw,tsʰau
358,ㄗㄜ,tsê,tze,dze,ze,ze,tze,tzer,tzee,tzeh,tsɤ
359,ㄘㄜ,tsʻê,tse,tse,ce,ce,tse,tser,tsee,tseh,tsʰɤ
360,ㄗㄟ,tsei,tzei,dzei,zei,zei,tzei,tzeir,tzeei,tzey,tsei
361,ㄗㄣ,tsên,tzen,dzen,zen,zen,tzen,tzern,tzeen,tzenn,tsən
362,ㄘㄣ,tsʻên,tsen,tsen,cen,cen,tsen,tsern,tseen,tsenn,tsʰən
363,ㄗㄥ,tsêng,tzeng,dzeng,zeng,zeng,tzeng,tzerng,tzeeng,tzenq,tsəŋ
364,ㄘㄥ,tsʻêng,tseng,tseng,ceng,ceng,tseng,tserng,tseeng,tsenq,tsʰəŋ
365,ㄗㄨㄛ,tso,tzuo,dzwo,zuo,zuo,tzuo,tzwo,tzuoo,tzuoh,tsuo
366,ㄘㄨㄛ,tsʻo,tsuo,tswo,cuo,cuo,tsuo,tswo,tsuoo,tsuoh,tsʰuo
367,ㄗㄡ,tsou,tzou,dzou,zou,zou,tzou,tzour,tzoou,tzow,tsou
368,ㄘㄡ,tsʻou,tsou,tsou,cou,cou,tsou,tsour,tsoou,tsow,tsʰou
369,ㄗㄨ,tsu,tzu,dzu,zu,zu,tzu,tzwu,tzuu,tzuh,tsu
370,ㄘㄨ,tsʻu,tsu,tsu,cu,cu,tsu,tswu,tsuu,tsuh,tsʰu
371,ㄗㄨㄢ,tsuan,tzuan,dzwan,zuan,zuan,tzuan,tzwan,tzoan,tzuann,tsuan
372,ㄘㄨㄢ,tsʻuan,tsuan,tswan,cuan,cuan,tsuan,tswan,tsoan,tsuann,tsʰuan
373,ㄗㄨㄟ,tsui,tzuei,dzwei,zuei,zui,tzuei,tzwei,tzoei,tzuey,tsuei
374,ㄘㄨㄟ,tsʻui,tsuei,tswei,cuei,cui,tsuei,tswei,tsoei,tsuey,tsʰuei
375,ㄗㄨㄣ,tsun,tzuen,dzwun,zun,zun,tzuen,tzwen,tzoen,tzuenn,tsuən
376,ㄘㄨㄣ,tsʻun,tsuen,tswun,cun,cun,tsuen,tswen,tsoen,tsuenn,tsʰuən
377,ㄗㄨㄥ,tsung,tzung,dzung,zong,zong,tzong,tzorng,tzoong,tzonq,tsʊŋ
378,ㄘㄨㄥ,tsʻung,tsung,tsung,cong,cong,tsong,tsorng,tsoong,tsonq,tsʰʊŋ
379,ㄉㄨ,tu,du,du,du,du,du,dwu,duu,duh,tu
380,ㄊㄨ,tʻu,tu,tu,tu,tu,tu,twu,tuu,tuh,tʰu
381,ㄉㄨㄢ,tuan,duan,dwan,duan,duan,duan,dwan,doan,duann,tuan
382,ㄊㄨㄢ,tʻuan,tuan,twan,tuan,tuan,tuan,twan,toan,tuann,tʰuan
383,ㄉㄨㄟ,tui,duei,dwei,duei,dui,duei,dwei,doei,duey,tuei
384,ㄊㄨㄟ,tʻui,tuei,twei,tuei,tui,tuei,twei,toei,tuey,tʰuei
385,ㄉㄨㄣ,tun,duen,dwun,dun,dun,duen,dwen,doen,duenn,tuən
386,ㄊㄨㄣ,tʻun,tuen,twun,tun,tun,tuen,twen,toen,tuenn,tʰuən
387,ㄉㄨㄥ,tung,dung,dung,dong,dong,dong,dorng,doong,donq,tʊŋ
388,ㄊㄨㄥ,tʻung,tung,tung,tong,tong,tong,torng,toong,tonq,tʰʊŋ
389,ㄗ,tzŭ,tz,dz,zih,zi,tzy,tzyr,tzyy,tzyh,tsɨ
390,ㄘ,tzʻŭ,tsz,tsz,cih,ci,tsy,tsyr,tsyy,tsyh,tsʰɨ
391,ㄨㄚ,wa,wa,wa,wa,wa,ua,wa,waa,wah,ua
392,ㄨㄞ,wai,wai,wai,wai,wai,uai,wai,woai,way,uai
393,ㄨㄢ,wan,wan,wan,wan,wan,uan,wan,woan,wann,uan
394,ㄨㄤ,wang,wang,wang,wang,wang,uang,wang,woang,wanq,uaŋ
395,ㄨㄟ,wei,wei,wei,wei,wei,uei,wei,woei,wey,uei
396,ㄨㄣ,wên,wen,wen,wun,wen,uen,wen,woen,wenn,uən
397,ㄨㄥ,wêng,weng,weng,wong,weng,ueng,weng,woeng,wenq,uəŋ
398,ㄨㄛ,wo,wo,wo,wo,wo,uo,wo,woo,woh,uo
399,ㄨ,wu,wu,wu,wu,wu,u,wu,wuu,wuh,u
400,ㄧㄚ,ya,ya,ya,ya,ya,ia,ya,yea,yah,ia
401,ㄧㄢ,yen,yan,yan,yan,yan,ian,yan,yean,yann,iɛn
402,ㄧㄤ,yang,yang,yang,yang,yang,iang,yang,yeang,yanq,iaŋ
403,ㄧㄠ,yao,yau,yau,yao,yao,iau,yau,yeau,yaw,iau
404,ㄧㄝ,yeh,ye,ye,ye,ye,ie,ye,yee,yeh,ie
405,ㄧㄣ,yin,yin,yin,yin,yin,in,yn,yiin,yinn,in
406,ㄧㄥ,ying,ying,ying,ying,ying,ing,yng,yiing,yinq,iŋ
407,ㄧㄡ,yu,you,you,you,you,iou,you,yeou,yow,iou
408,ㄩㄥ,yung,yung,yung,yong,yong,iong,yong,yeong,yonq,iʊŋ
409,ㄩ,yü,yu,yu,yu,yu,iu,yu,yeu,yuh,y
410,ㄩㄢ,yüan,yuan,ywan,yuan,yuan,iuan,yuan,yeuan,yuann,yɛn
411,ㄩㄝ,yüeh,yue,ywe,yue,yue,iue,yue,yeue,yueh,ye
412,ㄩㄣ,yün,yun,yun,yun,yun,iun,yun,yeun,yunn,yn
