,Model,CPU/APUPCIe Link,PCIe,PCIe.1,PCIe.2,SATA + SATA Express,USB3.1 Gen2 + 3.1 Gen1 + 2.0,RAID,Overclocking,TDP (W),Chipset lithography,Features / notes,Part number
0,Model,CPU/APUPCIe Link,Chipset PCIe2.0 Lanes,CrossFire,SLI,SATA + SATA Express,USB3.1 Gen2 + 3.1 Gen1 + 2.0,RAID,Overclocking,TDP (W),Chipset lithography,Features / notes,Part number
1,X399[26][25],4,8×,Yes,Yes,4 + 2,2 + 14 + 6,0110,Yes,5 W[27],Unknown,Unknown,Unknown
