,Unnamed: 0,Unnamed: 1,Trident,EdgeHTML,Gecko,WebKit,Blink,KHTML[n 1],Presto
0,Operation mode,Progressive,3.0[n 3],Yes,Yes,85,Yes,Yes,1.0
1,Operation mode,Baseline,3.0,Yes,Yes,85,Yes,Yes,1.0
2,Operation mode,Hierarchical,3.0,Yes,Yes,85,Yes,Yes,1.0
3,Operation mode,Lossless,3.0,Yes,Yes,85,Yes,Yes,1.0
